Province,Electoral District Name,Electoral District Number,Candidate,Candidate Affiliation,Candidate Occupation,Votes Obtained,Percentage of Votes Obtained,Majority,Majority Percentage,Seat Assignment
Alberta,Calgary Forest Lawn,48006,Cam Stewart,Liberal,Retired Police Officer,14762,36,,,
Alberta,Calgary Forest Lawn,48006,Abdou Souraya,NDP,Civil Servant,4006,9.8,,,
Alberta,Calgary Forest Lawn,48006,Judson Hansell,Green,Journeyman Plumber-Gasfitter,1229,3,,,
Alberta,Calgary Forest Lawn,48006,Matt Badura,Libertarian,Commercial Roofing Consultant,832,2,,,
Alberta,Calgary Forest Lawn,48006,Jason Devine,Communist,Student,390,1,,,
Alberta,Calgary Forest Lawn,48006,Max Veress,Democratic Advancement,Recreational Vehicle Detailer,134,0.3,,,
Alberta,Calgary Heritage,48007,Stephen J. Harper ,Conservative,Parliamentarian,37263,63.8,22091,37.8,
Alberta,Calgary Heritage,48007,Brendan Miles,Liberal,Physician,15172,26,,,
Alberta,Calgary Heritage,48007,Matt Masters Burgener ,NDP,Musician,4255,7.3,,,
Alberta,Calgary Heritage,48007,Kelly Christie,Green,Construction consultant and supervisor,1246,2.1,,,
Alberta,Calgary Heritage,48007,Steven Paolasini,Libertarian,Marketing consultant,246,0.4,,,
Alberta,Calgary Heritage,48007,Larry R. Heather ,Independent,Audio-Producer (radio),114,0.2,,,
Alberta,Calgary Heritage,48007,Korry Zepik,Independent,Aerial Technician,73,0.1,,,
Alberta,Calgary Heritage,48007,Nicolas Duchastel de Montrouge ,Independent,Software Engineer,61,0.1,,,
Alberta,Calgary Midnapore,48008,Jason Kenney,Conservative,Parliamentarian,42415,66.7,28019,44.1,
Alberta,Calgary Midnapore,48008,Haley Brown,Liberal,Senior Project Manager,14396,22.6,,,
Alberta,Calgary Midnapore,48008,Laura Weston,NDP,Lawyer (non-practicing),4915,7.7,,,
Alberta,Calgary Midnapore,48008,Brennan Wauters,Green,Electrician,1691,2.7,,,
Alberta,Calgary Midnapore,48008,Peggy Askin,Marxist-Leninist,Retired Telecommunications Worker,145,0.2,,,
Alberta,Calgary Nose Hill,48009,Michelle Rempel,Conservative,Parliamentarian,32760,60,18089,33.2,184
Alberta,Calgary Nose Hill,48009,Robert Prcic,Liberal,Mechanic,14671,26.9,,,
Alberta,Calgary Nose Hill,48009,Bruce Kaufman,NDP,Teacher,4836,8.9,,,
Alberta,Calgary Nose Hill,48009,Laurie Scheer,Green,Geomatics Engineer,1384,2.5,,,
Alberta,Calgary Nose Hill,48009,Edward Gao,Libertarian,Engineer,727,1.3,,,
Alberta,Calgary Nose Hill,48009,Faizan Butt,Democratic Advancement,Student,184,0.3,,,
Alberta,Calgary Rocky Ridge,48010,Pat Kelly,Conservative,Businessman,38229,60.4,18191,28.7,283
Alberta,Calgary Rocky Ridge,48010,Nirmala Naidoo,Liberal,Television Journalist,20038,31.7,,,
Alberta,Calgary Rocky Ridge,48010,Stephanie Kot,NDP,Community Organizer,3665,5.8,,,
Alberta,Calgary Rocky Ridge,48010,Catriona Wright,Green,Stay-at-home mom,1360,2.1,,,
Alberta,Calgary Shepard,48011,Tom Kmiec,Conservative,Researcher,43706,65.9,27327,41.2,285
Alberta,Calgary Shepard,48011,Jerome James,Liberal,Engineer,16379,24.7,,,
Alberta,Calgary Shepard,48011,Dany Allard,NDP,IT Advisor,4532,6.8,,,
Alberta,Calgary Shepard,48011,Graham MacKenzie,Green,Teacher,1734,2.6,,,
Alberta,Calgary Signal Hill,48012,Ron Liepert,Conservative,Consultant,37858,60.6,18750,30,287
Alberta,Calgary Signal Hill,48012,Kerry Cundal,Liberal,Adjudicator,19108,30.6,,,
Alberta,Calgary Signal Hill,48012,Khalis Ahmed,NDP,Geologist,3128,5,,,
Alberta,Calgary Signal Hill,48012,Taryn Knorren,Green,Marketing director,1586,2.5,,,
Alberta,Calgary Signal Hill,48012,Tim Moen,Libertarian,Firefighter ,679,1.1,,,
Alberta,Calgary Signal Hill,48012,Jesse Rau,Christian Heritage,Unemployed,160,0.3,,,
Alberta,Calgary Skyview,48013,Darshan Singh Kang ,Liberal,Public Service,20644,45.9,2759,6.1,132
Alberta,Calgary Skyview,48013,Devinder Shory,Conservative,Parliamentarian,17885,39.8,,,
Alberta,Calgary Skyview,48013,Sahajvir Singh,NDP,Real estate ,3605,8,,,
Alberta,Calgary Skyview,48013,Najeeb Butt,PC,Real Estate Associate,957,2.1,,,
Alberta,Calgary Skyview,48013,Ed Reddy,Green,IT Manager,846,1.9,,,
Alberta,Calgary Skyview,48013,Stephen Garvey,Democratic Advancement,Director of NGO,786,1.7,,,
Alberta,Calgary Skyview,48013,Joseph Young,Independent,Retail Worker,182,0.4,,,
Alberta,Calgary Skyview,48013,Daniel Blanchard,Marxist-Leninist,Student,88,0.2,,,
Alberta,Edmonton Centre,48014,Randy Boissonnault,Liberal,Management Consultant,19902,37.2,1199,2.2,98
Alberta,Edmonton Centre,48014,James Cumming,Conservative,Entrepreneur,18703,35,,,
Alberta,Edmonton Centre,48014,Gil McGowan,NDP,"President, Alberta Federation of Labour",13084,24.5,,,
Alberta,Edmonton Centre,48014,David Parker,Green,Retired professional engineer,1403,2.6,,,
Alberta,Edmonton Centre,48014,Steven Stauffer,Rhinoceros,Wildfire Fighter,257,0.5,,,
Alberta,Edmonton Centre,48014,Kat Yaki,Independent,Homemaker,163,0.3,,,
Alberta,Edmonton Griesbach,48015,Kerry Diotte,Conservative,Communications consultant,19157,40,2848,5.9,278
Alberta,Edmonton Griesbach,48015,Janis Irwin,NDP,Curriculum Manager,16309,34,,,
Alberta,Edmonton Griesbach,48015,Brian Gold,Liberal,Business Consultant,10397,21.7,,,
Alberta,Edmonton Griesbach,48015,Heather Workman,Green,Artist,1129,2.4,,,
Alberta,Edmonton Griesbach,48015,Maryna Goncharenko,Libertarian,Procurement Supervisor,415,0.9,,,
Alberta,Edmonton Griesbach,48015,Linda Northcott,Radical Marijuana,Disabled,279,0.6,,,
Alberta,Edmonton Griesbach,48015,Bun Bun Thompson ,Rhinoceros,Teacher,144,0.3,,,
Alberta,Edmonton Griesbach,48015,Mary Joyce,Marxist-Leninist,Artist,112,0.2,,,
Alberta,Edmonton Manning,48016,Ziad Aboultaif,Conservative,Business Owner ,22166,45.2,8657,17.7,213
Alberta,Edmonton Manning,48016,Sukhdev Aujla,Liberal,Retired,13509,27.6,,,
Alberta,Edmonton Manning,48016,Aaron Paquette,NDP,Artist,11582,23.6,,,
Alberta,Edmonton Manning,48016,Chris Vallee,Green,Electrician,1079,2.2,,,
Alberta,Edmonton Manning,48016,Mebreate Deres,Independent,Nursing Aide and Social Worker,540,1.1,,,
Alberta,Edmonton Manning,48016,André Vachon,Marxist-Leninist,Construction Worker,125,0.3,,,
Alberta,Edmonton Mill Woods,48017,Amarjeet Sohi,Liberal,City Councillor,20423,41.2,92,0.2,43
Alberta,Edmonton Mill Woods,48017,Tim Uppal,Conservative,Parliamentarian,20331,41.1,,,
Alberta,Edmonton Mill Woods,48017,Jasvir Deol,NDP,Insurance Broker,6330,12.8,,,
Alberta,Edmonton Mill Woods,48017,Ralph McLean,Green,Health and Safety Advisor,1096,2.2,,,
Alberta,Edmonton Mill Woods,48017,Colin Stubbs,Independent,Carpenter,560,1.1,,,
Alberta,Edmonton Mill Woods,48017,Allen K.W. Paley ,Libertarian,Petro-technical specialist,396,0.8,,,
Alberta,Edmonton Mill Woods,48017,Peter Downing,Christian Heritage,Financial Representative,285,0.6,,,
Alberta,Edmonton Mill Woods,48017,Naomi Rankin,Communist,Computer programmer,96,0.2,,,
Alberta,Edmonton Riverbend,48018,Matt Jeneroux,Conservative,Public Servant,28805,49.9,11377,19.7,280
Alberta,Edmonton Riverbend,48018,Tariq Chaudary,Liberal,System Analyst (IT),17428,30.2,,,
Alberta,Edmonton Riverbend,48018,Brian Fleck,NDP,Professor,9846,17.1,,,
Alberta,Edmonton Riverbend,48018,Valerie Kennedy,Green,Sessional Instructor,1275,2.2,,,
Alberta,Edmonton Riverbend,48018,Steven Lack,Libertarian,Student,386,0.7,,,
Alberta,Edmonton Strathcona,48019,Linda Duncan,NDP,Parliamentarian,24446,44,7051,12.7,191
Alberta,Edmonton Strathcona,48019,Len Thom,Conservative,Lawyer,17395,31.3,,,
Alberta,Edmonton Strathcona,48019,Eleanor Olszewski,Liberal,Lawyer,11524,20.7,,,
Alberta,Edmonton Strathcona,48019,Jacob K. Binnema ,Green,Student,1278,2.3,,,
Alberta,Edmonton Strathcona,48019,Malcolm Stinson,Libertarian,Business owner,311,0.6,,,
Alberta,Edmonton Strathcona,48019,Ryan Bromsgrove,Pirate,Advertising,201,0.4,,,
Alberta,Edmonton Strathcona,48019,Donovan Eckstrom,Rhinoceros,Warehouse Worker,133,0.2,,,
Alberta,Edmonton Strathcona,48019,Chris Jones,Independent,Engineer,116,0.2,,,
Alberta,Edmonton Strathcona,48019,Andrew Schurman,Independent,Hospitality management,107,0.2,,,
Alberta,Edmonton Strathcona,48019,Dougal MacDonald,Marxist-Leninist,Instructor,93,0.2,,,
Alberta,Edmonton West,48020,Kelly McCauley,Conservative,Hotel Manager,26370,49.3,7721,14.4,286
Alberta,Edmonton West,48020,Karen Leibovici,Liberal,Manager,18649,34.9,,,
Alberta,Edmonton West,48020,Heather MacKenzie,NDP,Community Organizer,6955,13,,,
Alberta,Edmonton West,48020,Pamela Leslie Bryan ,Green,Business Person,1037,1.9,,,
Alberta,Edmonton West,48020,Alexander Dussault,Libertarian,Retail Management,341,0.6,,,
Alberta,Edmonton West,48020,Peggy Morton,Marxist-Leninist,Journalist,105,0.2,,,
Alberta,Edmonton--Wetaskiwin,48021,Mike Lake,Conservative,Parliamentarian,44949,65.8,30289,44.3,233
Alberta,Edmonton--Wetaskiwin,48021,Jacqueline Biollo,Liberal,Consultant,14660,21.5,,,
Alberta,Edmonton--Wetaskiwin,48021,Fritz K. Bitz ,NDP,Social Worker,6645,9.7,,,
Alberta,Edmonton--Wetaskiwin,48021,Joy-Ann Hut,Green,Owner ,1595,2.3,,,
Alberta,Edmonton--Wetaskiwin,48021,Brayden Whitlock,Libertarian,Student,495,0.7,,,
Alberta,Foothills,48022,John Barlow,Conservative,Parliamentarian,46166,75.7,38017,62.3,271
Alberta,Foothills,48022,Tanya MacPherson,Liberal,Unlicenced associate broker,8149,13.4,,,
Alberta,Foothills,48022,Alison Thompson,NDP,Engineer,3919,6.4,,,
Alberta,Foothills,48022,Romy S. Tittel ,Green,VP Finance,1983,3.3,,,
Alberta,Foothills,48022,Cory Morgan,Libertarian,Restaurant Owner,424,0.7,,,
Alberta,Foothills,48022,Marc Slingerland,Christian Heritage,Teacher,345,0.6,,,
Alberta,Fort McMurray--Cold Lake,48023,David Yurdiga,Conservative,Parliamentarian,28625,60.6,15222,32.2,272
Alberta,Fort McMurray--Cold Lake,48023,Kyle Harrietha,Liberal,Administrator,13403,28.4,,,
Alberta,Fort McMurray--Cold Lake,48023,Melody Lepine,NDP,Director,3663,7.7,,,
Alberta,Fort McMurray--Cold Lake,48023,Brian Deheer,Green,Music Instructor,743,1.6,,,
Alberta,Fort McMurray--Cold Lake,48023,Scott Berry,Libertarian,Asphalt Lab Technician,552,1.2,,,
Alberta,Fort McMurray--Cold Lake,48023,Roelof Janssen,Christian Heritage,Book Publisher,280,0.6,,,
Alberta,Grande Prairie--Mackenzie,48024,Chris Warkentin,Conservative,Parliamentarian,38895,72.9,31076,58.3,210
Alberta,Grande Prairie--Mackenzie,48024,Reagan Johnston,Liberal,Automotive Sales Representative,7819,14.7,,,
Alberta,Grande Prairie--Mackenzie,48024,Saba Mossagizi,NDP,Union Organizer,4343,8.1,,,
Alberta,Grande Prairie--Mackenzie,48024,James David Friesen ,Green,Cleaner,1673,3.1,,,
Alberta,Grande Prairie--Mackenzie,48024,Dylan Thompson,Libertarian,Retail,613,1.1,,,
Alberta,Lakeland,48025,Shannon Stubbs,Conservative,Consultant,39882,72.8,32382,59.1,318
Alberta,Lakeland,48025,Garry Parenteau,Liberal,"Director Oil & Gas, Fishing Lake Metis",7500,13.7,,,
Alberta,Lakeland,48025,Duane Zaraska,NDP,Vice President Region II of the Metis Nation of AB,5513,10.1,,,
Alberta,Lakeland,48025,Danielle Montgomery,Green,Farm Manager,1283,2.3,,,
Alberta,Lakeland,48025,Robert George McFadzean ,Libertarian,Retired,601,1.1,,,
Alberta,Lethbridge,48026,Rachael Harder,Conservative,Consultant,32321,56.8,20647,36.3,281
Alberta,Lethbridge,48026,Cheryl Meheden,NDP,Professor,11674,20.5,,,
Alberta,Lethbridge,48026,Mike Pyne,Liberal,"Safety, Compliance & HR Officer",10532,18.5,,,
Alberta,Lethbridge,48026,Kas MacMillan,Green,Student,1461,2.6,,,
Alberta,Lethbridge,48026,Geoffrey Capp,Christian Heritage,Office Administrator,746,1.3,,,
Alberta,Lethbridge,48026,Solly Krygier-Paine,Rhinoceros,Student,209,0.4,,,
Alberta,Medicine Hat--Cardston--Warner,48027,Jim Hillyer,Conservative,Parliamentarian,34849,68.8,25764,50.9,
Alberta,Medicine Hat--Cardston--Warner,48027,Glen Allan,Liberal,College Instructor,9085,17.9,,,
Alberta,Medicine Hat--Cardston--Warner,48027,Erin Weir,NDP,Registered Nurse,4897,9.7,,,
Alberta,Medicine Hat--Cardston--Warner,48027,Brent Smith,Green,College Instructor,1319,2.6,,,
Alberta,Medicine Hat--Cardston--Warner,48027,John Clayton Turner ,Independent,Travel Consultant,500,1,,,
Alberta,Peace River--Westlock,48028,Arnold Viersen,Conservative,Automotive Service Technician,34342,69.4,27215,55,319
Alberta,Peace River--Westlock,48028,Cameron Alexis,NDP,Semi-retired ,7127,14.4,,,
Alberta,Peace River--Westlock,48028,Chris Brown,Liberal,Communications,6360,12.8,,,
Alberta,Peace River--Westlock,48028,Sabrina Lee Levac ,Green,Nurse,1247,2.5,,,
Alberta,Peace River--Westlock,48028,Jeremy Sergeew,Libertarian,Manager,443,0.9,,,
Alberta,Red Deer--Lacombe,48030,Blaine Calkins,Conservative,Parliamentarian,43599,70.7,34364,55.7,237
Alberta,Red Deer--Lacombe,48030,Jeff Rock,Liberal,United Church Minister,9235,15,,,
Alberta,Red Deer--Lacombe,48030,Doug Hart,NDP,Registered Nurse,7055,11.4,,,
Alberta,Red Deer--Lacombe,48030,Les Kuzyk,Green,Planning Analyst,1773,2.9,,,
Alberta,Red Deer--Mountain View,48029,Earl Dreeshen,Conservative,Parliamentarian,46245,74.3,37889,60.9,241
Alberta,Red Deer--Mountain View,48029,Chandra Lescia Kastern ,Liberal,Massage Therapist,8356,13.4,,,
Alberta,Red Deer--Mountain View,48029,Paul Harris,NDP,Business Owner,5233,8.4,,,
Alberta,Red Deer--Mountain View,48029,Simon Oleny,Green,Coordinator,1621,2.6,,,
Alberta,Red Deer--Mountain View,48029,James Walper,Libertarian,Oilfield Worker,445,0.7,,,
Alberta,Red Deer--Mountain View,48029,Scott Milne,Pirate,Student,312,0.5,,,
Alberta,St. Albert--Edmonton,48031,Michael Cooper,Conservative,Lawyer,26783,45.2,13440,22.7,277
Alberta,St. Albert--Edmonton,48031,Beatrice Ghettuba,Liberal,Chartered Professional Accountant,13343,22.5,,,
Alberta,St. Albert--Edmonton,48031,Brent Rathgeber,Independent,Parliamentarian,11652,19.7,,,
Alberta,St. Albert--Edmonton,48031,Darlene Malayko,NDP,Transit Operator,6609,11.2,,,
Alberta,St. Albert--Edmonton,48031,Andrea Oldham,Green,Organizer,821,1.4,,,
Alberta,Sherwood Park--Fort Saskatchewan,48032,Garnett Genuis,Conservative,Self-Employed ,42642,63.9,29027,43.5,279
Alberta,Sherwood Park--Fort Saskatchewan,48032,Rod Frank,Liberal,Lawyer,13615,20.4,,,
Alberta,Sherwood Park--Fort Saskatchewan,48032,Joanne Cave,NDP,Public Servant,6540,9.8,,,
Alberta,Sherwood Park--Fort Saskatchewan,48032,Brandie Harrop,Green,Homemaker ,1648,2.5,,,
Alberta,Sherwood Park--Fort Saskatchewan,48032,James Ford,Independent,"Editor, Publisher",1563,2.3,,,
Alberta,Sherwood Park--Fort Saskatchewan,48032,Stephen C. Burry ,Libertarian,Project Lead - Management,678,1,,,
Alberta,Sturgeon River--Parkland,48033,Rona Ambrose,Conservative,Parliamentarian,43220,70.2,33634,54.7,179
Alberta,Sturgeon River--Parkland,48033,Travis Dueck,Liberal,Student,9586,15.6,,,
Alberta,Sturgeon River--Parkland,48033,Guy Desforges,NDP,Factory Worker,6166,10,,,
Alberta,Sturgeon River--Parkland,48033,Brendon Greene,Green,Music Teacher,1875,3,,,
Alberta,Sturgeon River--Parkland,48033,Ernest Chauvet,Christian Heritage,Self-employed,690,1.1,,,
Alberta,Yellowhead,48034,Jim Eglinski,Conservative,Parliamentarian,37950,72.3,30483,58,273
Alberta,Yellowhead,48034,Ryan Maguhn,Liberal,Teacher,7467,14.2,,,
Alberta,Yellowhead,48034,Ken Kuzminski,NDP,Carpenter,4753,9,,,
Alberta,Yellowhead,48034,Sandra Wolf Lange ,Green,Designer,1538,2.9,,,
Alberta,Yellowhead,48034,Cory Lystang,Libertarian,Pressure Truck Operator,817,1.6,,,
British Columbia,Abbotsford,59001,Ed Fast,Conservative,Parliamentarian,23229,48.3,7452,15.5,185
British Columbia,Abbotsford,59001,Peter Njenga,Liberal,Accountant,15777,32.8,,,
British Columbia,Abbotsford,59001,Jen Martel,NDP,Professional Lifeguard and First Aid Instructor,6593,13.7,,,
British Columbia,Abbotsford,59001,Stephen Fowler,Green,High School Teacher,2416,5,,,
British Columbia,Abbotsford,59001,David MacKay,Marxist-Leninist,Retired Postal Worker,109,0.2,,,
British Columbia,Burnaby North--Seymour,59002,Terry Beech,Liberal,Entrepreneur ,18938,36.1,3401,6.5,69
British Columbia,Burnaby North--Seymour,59002,Carol Baird Ellan ,NDP,"Lawyer, Retired",15537,29.6,,,
British Columbia,Burnaby North--Seymour,59002,Mike Little,Conservative,Businessman,14612,27.8,,,
British Columbia,Burnaby North--Seymour,59002,Lynne Quarmby,Green,University Professor,2765,5.3,,,
British Columbia,Burnaby North--Seymour,59002,Chris Tylor,Libertarian,Electrical Technologist,252,0.5,,,
British Columbia,Burnaby North--Seymour,59002,Helen Hee Soon Chang ,Independent,Researcher,207,0.4,,,
British Columbia,Burnaby North--Seymour,59002,Brent Jantzen,Communist,Longshore Worker,126,0.2,,,
British Columbia,Burnaby North--Seymour,59002,Brian Sproule,Marxist-Leninist,Retired health care worker,43,0.1,,,
British Columbia,Burnaby South,59003,Kennedy Stewart,NDP,Parliamentarian,16094,35.1,547,1.2,251
British Columbia,Burnaby South,59003,Adam Pankratz,Liberal,Banker,15547,33.9,,,
British Columbia,Burnaby South,59003,Grace Seear,Conservative,Political Staff,12441,27.1,,,
British Columbia,Burnaby South,59003,Wyatt Tessari,Green,Engineer,1306,2.8,,,
British Columbia,Burnaby South,59003,Liz Jaluague,Libertarian,Student,499,1.1,,,
British Columbia,Cariboo--Prince George,59004,Todd Doherty,Conservative,Aviation Consultant,19688,36.6,2767,5.1,204
British Columbia,Cariboo--Prince George,59004,Tracy Calogheros,Liberal,Chief Executive Officer,16921,31.5,,,
British Columbia,Cariboo--Prince George,59004,Trent Derrick,NDP,Business Owner,13879,25.8,,,
British Columbia,Cariboo--Prince George,59004,Richard Edward Jaques ,Green,Instructor,1860,3.5,,,
British Columbia,Cariboo--Prince George,59004,Sheldon Clare,Independent,College Instructor,657,1.2,,,
British Columbia,Cariboo--Prince George,59004,Gordon Campbell,Independent,Retired,402,0.7,,,
British Columbia,Cariboo--Prince George,59004,Adam De Kroon ,Christian Heritage,Mill Hand,327,0.6,,,
British Columbia,Central Okanagan--Similkameen--Nicola,59005,Dan Albas,Conservative,Parliamentarian,24517,39.6,1458,2.4,266
British Columbia,Central Okanagan--Similkameen--Nicola,59005,Karley Scott,Liberal,Lawyer,23059,37.2,,,
British Columbia,Central Okanagan--Similkameen--Nicola,59005,Angelique Wood,NDP,Coordinator Okanagan-Similkameen HLC,11961,19.3,,,
British Columbia,Central Okanagan--Similkameen--Nicola,59005,Robert Mellalieu,Green,Computer Technician,2436,3.9,,,
British Columbia,Chilliwack--Hope,59006,Mark Strahl,Conservative,Parliamentarian,21445,42.3,4331,8.5,183
British Columbia,Chilliwack--Hope,59006,Louis De Jaeger ,Liberal,Self-employed,17114,33.8,,,
British Columbia,Chilliwack--Hope,59006,Seonaigh MacPherson,NDP,Professor,9218,18.2,,,
British Columbia,Chilliwack--Hope,59006,Thomas Cheney,Green,Customer Service Representative,2386,4.7,,,
British Columbia,Chilliwack--Hope,59006,Alexander Johnson,Libertarian,Artist,416,0.8,,,
British Columbia,Chilliwack--Hope,59006,Dorothy-Jean O'Donnell,Marxist-Leninist,Lawyer,82,0.2,,,
British Columbia,Cloverdale--Langley City,59007,John Aldag,Liberal,Manager - Parks Canada,24617,45.5,5817,10.8,87
British Columbia,Cloverdale--Langley City,59007,Dean Drysdale,Conservative,Entrepreneur ,18800,34.8,,,
British Columbia,Cloverdale--Langley City,59007,Rebecca Smith,NDP,Consultant,8463,15.7,,,
British Columbia,Cloverdale--Langley City,59007,Scott Anderson,Green,Developer,2195,4.1,,,
British Columbia,Coquitlam--Port Coquitlam,59008,Ron McKinnon,Liberal,Systems Analyst,19938,35.3,1855,3.3,146
British Columbia,Coquitlam--Port Coquitlam,59008,Douglas Horne,Conservative,Politician,18083,32,,,
British Columbia,Coquitlam--Port Coquitlam,59008,Sara Norman,NDP,Journalist,15400,27.3,,,
British Columbia,Coquitlam--Port Coquitlam,59008,Brad Nickason,Green,Graphic Designer,2076,3.7,,,
British Columbia,Coquitlam--Port Coquitlam,59008,Lewis Clarke Dahlby ,Libertarian,Business Owner,1014,1.8,,,
British Columbia,Courtenay--Alberni,59009,Gord Johns,NDP,Business Owner,26582,38.1,6868,9.8,293
British Columbia,Courtenay--Alberni,59009,John Duncan,Conservative,Parliamentarian,19714,28.2,,,
British Columbia,Courtenay--Alberni,59009,Carrie Powell-Davidson,Liberal,Writer,15212,21.8,,,
British Columbia,Courtenay--Alberni,59009,Glenn Sollitt,Green,Seafood distributor,8201,11.7,,,
British Columbia,Courtenay--Alberni,59009,Barbara Biley,Marxist-Leninist,Health Care Worker,140,0.2,,,
British Columbia,Cowichan--Malahat--Langford,59010,Alistair MacGregor,NDP,Constituency Assistant,22200,35.9,7515,12.2,296
British Columbia,Cowichan--Malahat--Langford,59010,Luke Krayenhoff,Liberal,Consultant,14685,23.8,,,
British Columbia,Cowichan--Malahat--Langford,59010,Martin Barker,Conservative,Chiropractor,14091,22.8,,,
British Columbia,Cowichan--Malahat--Langford,59010,Fran Hunt-Jinnouchi,Green,Business Owner,10462,16.9,,,
British Columbia,Cowichan--Malahat--Langford,59010,Alastair Haythornthwaite,Marxist-Leninist,Retired machinist,340,0.6,,,
British Columbia,Delta,59011,Carla Qualtrough,Liberal,Lawyer,27355,49.1,9100,16.3,2
British Columbia,Delta,59011,Kerry-Lynne Findlay,Conservative,Parliamentarian,18255,32.8,,,
British Columbia,Delta,59011,Jeremy Leveque,NDP,PhD Candidate,8311,14.9,,,
British Columbia,Delta,59011,Anthony Edward Devellano ,Green,Auto Sales,1768,3.2,,,
British Columbia,Esquimalt--Saanich--Sooke,59026,Randall Garrison,NDP,College Instructor,23836,35,5214,7.7,220
British Columbia,Esquimalt--Saanich--Sooke,59026,David Merner,Liberal,Lawyer,18622,27.4,,,
British Columbia,Esquimalt--Saanich--Sooke,59026,Frances Litman,Green,Professional Photographer,13575,19.9,,,
British Columbia,Esquimalt--Saanich--Sooke,59026,Shari Lukens,Conservative,Retired City Councillor,11912,17.5,,,
British Columbia,Esquimalt--Saanich--Sooke,59026,Tyson Strandlund,Communist,Student,136,0.2,,,
British Columbia,Fleetwood--Port Kells,59012,Ken Hardie,Liberal,Public Affairs Manager,22871,46.9,8596,17.6,125
British Columbia,Fleetwood--Port Kells,59012,Nina Grewal,Conservative,Parliamentarian,14275,29.3,,,
British Columbia,Fleetwood--Port Kells,59012,Garry Begg,NDP,RCMP Officer (Retired),10463,21.5,,,
British Columbia,Fleetwood--Port Kells,59012,Richard Hosein,Green,Administrative coordinator,1154,2.4,,,
British Columbia,Kamloops--Thompson--Cariboo,59013,Cathy McLeod,Conservative,Parliamentarian,24595,35.3,3129,4.5,175
British Columbia,Kamloops--Thompson--Cariboo,59013,Bill Sundhu,NDP,Lawyer,21466,30.8,,,
British Columbia,Kamloops--Thompson--Cariboo,59013,Steve Powrie,Liberal,Educator,21215,30.4,,,
British Columbia,Kamloops--Thompson--Cariboo,59013,Matthew Greenwood,Green,Intake Worker,2489,3.6,,,
British Columbia,Kelowna--Lake Country,59014,Stephen Fuhr,Liberal,Pilot,29614,46.2,4112,6.4,122
British Columbia,Kelowna--Lake Country,59014,Ron Cannan,Conservative,Parliamentarian,25502,39.8,,,
British Columbia,Kelowna--Lake Country,59014,Norah Mary Bowman ,NDP,College Professor,9039,14.1,,,
British Columbia,Kootenay--Columbia,59015,Wayne Stetski,NDP,Retiree,23529,37.2,282,0.4,299
British Columbia,Kootenay--Columbia,59015,David Wilks,Conservative,Parliamentarian,23247,36.8,,,
British Columbia,Kootenay--Columbia,59015,Don Johnston,Liberal,Retired,12315,19.5,,,
British Columbia,Kootenay--Columbia,59015,Bill Green,Green,Biologist,4115,6.5,,,
British Columbia,Langley--Aldergrove,59016,Mark Warawa,Conservative,Parliamentarian,27333,45.6,5439,9.1,203
British Columbia,Langley--Aldergrove,59016,Leon Jensen,Liberal,Retired,21894,36.6,,,
British Columbia,Langley--Aldergrove,59016,Margot Sangster,NDP,Mental Health Educator,7490,12.5,,,
British Columbia,Langley--Aldergrove,59016,Simmi Saminder Kaur Dhillon ,Green,Homemaker ,2644,4.4,,,
British Columbia,Langley--Aldergrove,59016,Lauren Southern,Libertarian,Coffee Shop Manager,535,0.9,,,
British Columbia,Mission--Matsqui--Fraser Canyon,59017,Jati Sidhu,Liberal,Businessman,16625,37.2,1038,2.3,168
British Columbia,Mission--Matsqui--Fraser Canyon,59017,Brad Vis,Conservative,Public and Media Relations,15587,34.9,,,
British Columbia,Mission--Matsqui--Fraser Canyon,59017,Dennis Adamson,NDP,Local Government Representative,9174,20.5,,,
British Columbia,Mission--Matsqui--Fraser Canyon,59017,Arthur Alexander,Green,Motion Picture Technician,2293,5.1,,,
British Columbia,Mission--Matsqui--Fraser Canyon,59017,Wyatt Scott,Independent,Business Owner,914,2,,,
British Columbia,Mission--Matsqui--Fraser Canyon,59017,Elaine Wismer,Marxist-Leninist,Heritage Interpreter,58,0.1,,,
British Columbia,Nanaimo--Ladysmith,59018,Sheila Malcolmson,NDP,Manager,23651,33.2,6898,9.7,255
British Columbia,Nanaimo--Ladysmith,59018,Tim Tessier,Liberal,Realtor,16753,23.5,,,
British Columbia,Nanaimo--Ladysmith,59018,Mark Allen MacDonald,Conservative,Publisher,16637,23.4,,,
British Columbia,Nanaimo--Ladysmith,59018,Paul Manly,Green,Media Producer,14074,19.8,,,
British Columbia,Nanaimo--Ladysmith,59018,Jack East,Marxist-Leninist,Retired Railway Worker,126,0.2,,,
British Columbia,New Westminster--Burnaby,59019,Peter Julian,NDP,Parliamentarian,22876,43.5,7623,14.5,288
British Columbia,New Westminster--Burnaby,59019,Sasha Ramnarine,Liberal,Lawyer,15253,29,,,
British Columbia,New Westminster--Burnaby,59019,Chloé Ellis,Conservative,Banker,10512,20,,,
British Columbia,New Westminster--Burnaby,59019,Kyle Routledge,Green,Biologist (Wildlife),2487,4.7,,,
British Columbia,New Westminster--Burnaby,59019,Rex Brocki,Libertarian,Retired,1368,2.6,,,
British Columbia,New Westminster--Burnaby,59019,Joseph Theriault,Marxist-Leninist,Retired Health Care Worker,146,0.3,,,
